itm_item;grp_dscgrp;sgr_dscsgr;itm_descri;itm_marca
0000001320;;;GRAMPO PARA MADEIRA CX.5000UND.;
0000001422;MATERIAIS DURAVEIS;DIVERSOS;"TV 29"" TELA PLANA";CCE
0000001708;MATERIAIS DURAVEIS;DIVERSOS;SWITCH 24 PORTAS.TP LINK;MAXPRINT
0000000368;FRIOS;DIVERSOS;COXA E SOBRECOXA DE FRANGO CONG. CX.15KG.;SADIA
0000002110;FRIOS;DIVERSOS;ASA DE FRANGO CONGELADO;DUDICO
0000000015;PRODUTOS DE LIMPEZA;DIVERSOS;DESODORANTE SANIT. C/SUPORTE CX.96X25G.;SANY BRIL
0000000708;BEBIDAS;DIVERSOS;REFRIGERANTE DE GUARANA DIET DESC. FD.12X600ML.;ANTARCTICA
0000000815;EXPEDIENTE;DIVERSOS;BARBANTE SISAL 300M.;
0000000625;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL TOALHA BRANCO FD.1250FLS. ;LIZ
0000001811;FRIOS;DIVERSOS;PEPINO JAPONES;CEASA
0000001828;;;GLIFOSATO CX.12UND.;
0000001870;;;GRAMPO TRILHO PCT.50UND.;ACC
0000000000;HORTIFRUTI;DIVERSOS;AGRIAO ;CEASA
0000002075;MATERIAIS DURAVEIS;DIVERSOS;UNIDADE EVAPORADORA HW 18K 220V;ELGIN
0000001032;FRIOS;DIVERSOS;GOMA FRESCA PCT.01KG.;DACASA
0000001575;MATERIAIS DURAVEIS;DIVERSOS;SABONETEIRA PLASTICA;PERSONALITE
0000002062;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA DE PALHA;FORTLEVES
0000000919;MATERIAIS DURAVEIS;DIVERSOS;CABIDE P/ROUPAS;
0000001164;MATERIAIS DURAVEIS;DIVERSOS;GARRAFA TERMICA DE PRESSAO CAP.01L. COD.7311;INVICTA
0000001085;PRODUTOS DE LIMPEZA;DIVERSOS;DESINFETANTE LIQUIDO CX.12X500ML.;PASSOU LIMPOU
0000019993;BEBIDAS;DIVERSOS;SUCO CONCENTRADO DE CAJU CX.12X500ML;DAFRUTA
0000001506;MATERIAIS DURAVEIS;DIVERSOS;CAIXA PLASTICA TELADA ;IBAP
0000000757;MATINAIS;DIVERSOS;LEITE EM PO INTEGRAL FD.25X400G.;ITAMBE
0000001939;MATERIAIS DURAVEIS;DIVERSOS;RELOGIO DE PAREDE;
0000000085;CEREAIS;DIVERSOS;ARROZ BRANCO LONGO FINO T-1 FD.30X01KG.;RAINHA
0000001789;EXPEDIENTE;DIVERSOS;PERFURADOR P/ENCADERNACAO;
0000000191;EXPEDIENTE;DIVERSOS;COLA BASTAO PCT.12X08G.;
0000003000;MATERIAIS DURAVEIS;DIVERSOS;TOALHA COM CAPUZ INFANTIL;
0000001023;PRODUTOS DE HIGIENE;DIVERSOS;TOALHA P/ROSTO REQUINTE TAM.45X80CM.;ATLANTICA
0000001563;MATERIAIS DURAVEIS;DIVERSOS;ESCUMADEIRA;
0000000231;TEMPEROS E CONDIMENTOS;DIVERSOS;VINAGRE DE MAÇA CX.12X500ML.;REGINA
0000001223;FRIOS;DIVERSOS;MANTEIGA S/SAL BAR.200G.;BATAVO
0000000556;DESCARTAVEIS;DIVERSOS;QUENTINHA C/TAMPA DE ALUMINIO Nº 8 CX.100UND.;ALUMINIC
0000000865;EXPEDIENTE;DIVERSOS;BARBANTE DE TUCUM ROL.100M.;
0000000274;PRODUTOS DE LIMPEZA;DIVERSOS;INSETICIDA AEROSOL CX.12X300ML.;STRAK
0000000164;PRODUTOS DE LIMPEZA;DIVERSOS;DETERGENTE LIQUIDO CX.24X500ML.;ECONOMICO
0000000315;TEMPEROS E CONDIMENTOS;DIVERSOS;MAIONESE CX.12X250G.;ODERICH
0000001901;PRODUTOS DE HIGIENE;DIVERSOS;CREME P/PENTEAR CABELOS CX.12X300ML.;ALINE
0000001201;DESCARTAVEIS;DIVERSOS;PRATO ACRILICO P/SOBREMESA TAM.180MM. PCT.10UND.;AMALU
0000001847;MATERIAIS DURAVEIS;DIVERSOS;COADOR PARA CAFE;
0000001339;EXPEDIENTE;DIVERSOS;PASTA INDIVIDUAL PARA ALUNO;
0000001476;MATERIAIS DURAVEIS;DIVERSOS;INSTRUMENTOS MUSICAIS;
0000001816;MASSAS E BISCOITOS;DIVERSOS;PIPOCA FD.100X15G.;LUZIA
0000000401;TEMPEROS E CONDIMENTOS;DIVERSOS;TRIGO PARA KIBE PCT.500G.;YOKI
0000000529;TEMPEROS E CONDIMENTOS;DIVERSOS;FOLHA DE LOURO PCT.200G.;BALDARATE
0000001251;MASSAS E BISCOITOS;DIVERSOS;BISCOITO COOKIE SAB. VARIADOS CX.24X150GR.;CASARAO
0000001328;;;PAPEL CAMURCA CORES VARIADAS;ART FLOC
0000001337;;;PASTA ARQUIVO MORTO PAPELAO PCT.25UND.;ONDUNORTE
0000000862;MATERIAIS DURAVEIS;DIVERSOS;GARRAFAO VAZIO PET CAP.20L.;LIMPIDA
0000000957;EXPEDIENTE;DIVERSOS;LAPISEIRA;
0000001045;ENLATADOS;DIVERSOS;MILHO VERDE EM CONSERVA CX.24X200G.;BONARE
0000000036;TEMPEROS E CONDIMENTOS;DIVERSOS;AMACIANTE P/CARNES CX.24X120GR.;KITANO
0000001710;MATERIAIS DURAVEIS;DIVERSOS;"TV 21"" TELA PLANA";LG
0000000833;FRIOS;DIVERSOS;FILE DE PEIXE (PESCADA AMARELA) CONG.  ;F. S. ROCHA
0000001482;;;CLIPS 3/0 CX.50UND.;
0000002044;MATERIAIS DURAVEIS;DIVERSOS;OCULOS SEGURANÇA;BRASIL
0000001667;MATERIAIS DURAVEIS;DIVERSOS;ANTENA PARABOLICA ;CENTURY
0000001843;;;UNIFORME ESPORTIVO;
0000000429;TEMPEROS E CONDIMENTOS;DIVERSOS;CALDO DE CARNE CX.06X01KG.;KITANO
0000002117;DOCES;DIVERSOS;DOCE DE GOIABA 4,8KG;
0000001950;;;GRAMPO PARA GRAMPEADOR 9/10;
0000001143;MATINAIS;DIVERSOS;NUTREN FIBRAS CX.24X400G.;NESTLE
0000000937;DESCARTAVEIS;DIVERSOS;PRATO ACRILICO P/REFEICAO TAM.220MM. PCT.10UND.;USAFORM
0000000831;DESCARTAVEIS;DIVERSOS;MASCARA DUPLA COM ELASTICO PCT.50UND.;MEDICAL
0000001418;;;FANTOCHE ;
0000001308;BEBIDAS;DIVERSOS;NECTAR DE FRUTA SABOR MANGA CX.200ML.;DAFRUTA
0000000614;BEBIDAS;DIVERSOS;BEBIDA LACTEA SABOR CHOCOLATE UHT CX.12X01LT.;BOA VIDA
0000001897;MATERIAIS DURAVEIS;DIVERSOS;COLCHONETE;
0000000426;MASSAS E BISCOITOS;DIVERSOS;BISCOITO SALGADO COQUETEL CX.30X100G.;PELAGGIO
0000000004;DESCARTAVEIS;DIVERSOS;COLHER DESCARTAVEL TAM. GRANDE PCT.100UND.;
0000001959;CEREAIS;DIVERSOS;MISTURA P/SOPA CARNE C/ARR/LEG/MAC. CX.10X01KG.;FORMA FACIL
0000001220;ENLATADOS;DIVERSOS;ALMONDEGAS AO MOLHO CX.12X830G.;BORDON
0000000646;FRIOS;DIVERSOS;REPOLHO HIBRIDO 1ª QUALIDADE;CEASA
0000000509;PRODUTOS DE LIMPEZA;DIVERSOS;LIMPADOR MULTIUSO CX.12X01LT.;TALIMPO
0000001907;;;NOVELO DE LA CORES VARIADAS;
0000001988;MATERIAL DE LIMPEZA;DIVERSOS;PA PARA PEDREIRO;
0000001091;DESCARTAVEIS;DIVERSOS;SACO PLASTICO TRANSP. TAM. 08X20X0,3 PCT.100UND.;DORIPLAST
0000000396;;;FORMULARIO CONTINUO 2 VIAS BCO. CX.1.000JGS.;DATAPEL
0000001844;DESCARTAVEIS;DIVERSOS;EMBALAGEM DE EVA;
0000000147;DESCARTAVEIS;DIVERSOS;COPO DESC. TRANSPARENTE PCT.100X200ML.;KOPAC
0000001688;;;LIVRO GRAMATICA;
0000000744;FRIOS;DIVERSOS;LINGUICA CALABRESA PCT.05KG.;
0000001267;MASSAS E BISCOITOS;DIVERSOS;BISCOITO POPULAR SALGADO FD.20X400G.;ESTRELA
0000001862;;;PAPEL A4 RECICLADO CX.10X500FLS.;REPORT
0000000474;MATINAIS;DIVERSOS;LEITE EM PO NINHO CRESC. PREBIO 1+ CX.24X400G.;NESTLE
0000000729;PRODUTOS DE LIMPEZA;DIVERSOS;IMPERMEABILIZANTE PARA PISO BOB.05L.;LUSTRA SOL
0000000612;TEMPEROS E CONDIMENTOS;DIVERSOS;MOLHO DE SOJA BAL.05LT.;SAKURA
0000001736;MATERIAL DE LIMPEZA;DIVERSOS;CONJUNTO COMPLETO P/MOP PO 60CM.;CERTEC
0000000064;TEMPEROS E CONDIMENTOS;DIVERSOS;CALDO DE BACON CX.24X19G.;ARISCO
0000001655;TEMPEROS E CONDIMENTOS;DIVERSOS;TEMPERO EM PO PARA CARNES 900GR.;SAZON
0000000419;MATERIAL DE LIMPEZA;DIVERSOS;SACO PLASTICO PARA LIXO PCT.100X40LT.;RAVA
0000001467;PERMANENTE;DIVERSOS;CAIXA AMPLIFICADA OCM 310;ONEAL
0000000941;PRODUTOS DE LIMPEZA;DIVERSOS;LIMPADOR DE GRANITO C/BRILHO BOB.05LT.;GRANITOL
0000001549;MATERIAIS DURAVEIS;DIVERSOS;LANTERNA LED RECARREGAVEL 900MAH;
0000002011;;;ENCORDAMENTO VIOLAO ACO WS - 10/1;STRINBERG
0000000445;;;ENVELOPE AMARELO TAM.24X34CM.;
0000001815;MATERIAIS DURAVEIS;DIVERSOS;CONTROLE REMOTO P/DVD;CCE
0000001923;;;PAPEL A4 VEGETAL 90G. PCT.100FLS.;USA-FOLIEN
0000000604;MATINAIS;DIVERSOS;AVEIA EM FLOCOS FINOS CX.28X200G.;QUAKER
0000000161;MASSAS E BISCOITOS;DIVERSOS;MACARRAO PARAFUSO FD.12X500G.;ESTRELA
0000000384;PRODUTOS DE LIMPEZA;DIVERSOS;NAFTALINA CX.50X50G.;SANILAR
0000000765;DESCARTAVEIS;DIVERSOS;TAMPA DESCARTAVEL PCT.100X100ML.;COPOBRAS
0000000319;MATERIAL DE LIMPEZA;DIVERSOS;PAPEL TOALHA CREME FD.1000FLS.;VIP
0000001138;TEMPEROS E CONDIMENTOS;DIVERSOS;JERIMUM CABOCLO 1ª QUALIDADE;CEASA
0000000183;BEBIDAS;DIVERSOS;SUCO CONCENTRADO DE ABACAXI CX.12X01LT.;CANA
0000001926;EXPEDIENTE;DIVERSOS;SENSIBILIZANTE QUIMICO P/SERIGRAFIA TUB.100ML.;
0000002070;MATERIAIS DURAVEIS;DIVERSOS;PORTA DE MADEIRA;
0000001455;;;LIVRO ATAS C/200FLS.;SAO DOMINGOS
0000002118;MASSAS E BISCOITOS;DIVERSOS;BISCOITO CREAM CRACKER INTEGRAL CX.20X400G;PELLAGIO
0000000652;BEBIDAS;DIVERSOS;REFRIGERANTE DE GUARANA DESC. FD.06X02LT.;ANTARCTICA
0000000607;CEREAIS;DIVERSOS;FLOCOS DE BATATA PCT.01KG.;
0000001778;HORTIFRUTI;DIVERSOS;CEBOLA ROXA;CEASA
0000001011;;;LAPIS ESCOLAR PRETO CX.144UND.;
0000000245;MASSAS E BISCOITOS;DIVERSOS;MACARRAO PARA LASANHA CX12X500G.;ESTRELA
0000002029;;;FORMULARIO SOLIC DE VALE TRANSPORTE;
0000000046;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA GARY NYLON 40CM. C/CABO DE MADEIRA;FORTLEVES
0000001224;CEREAIS;DIVERSOS;GORDURA HIDROGENADA P/FRITURA BAL.15KG;AGROPALMA
0000000750;HORTIFRUTI;DIVERSOS;CHUCHU 1ª QUALIDADE;CEASA
0000001419;;;TRANSPARENCIA P/ XEROX CX.50FLS.;
0000001387;MATERIAIS DURAVEIS;DIVERSOS;PAPEIRO ;
0000000722;FRIOS;DIVERSOS;MANGA TOMMY ACTINS 1ª QUALIDADE;CEASA
0000000702;MATERIAIS DURAVEIS;DIVERSOS;PRATO FUNDO P/REFEICAO EM VIDRO ;DURALEX
0000001753;HORTIFRUTI;DIVERSOS;ALHO PORO;CEASA
0000000325;CEREAIS;DIVERSOS;PROTEINA DE SOJA TEXTURIZADA CARNE FD.20X400G.;ITAGUARY
0000001580;MATERIAIS DURAVEIS;DIVERSOS;LIXEIRA DUPLA P/COPOS DE AGUA E CAFE;NEW TURTLE
0000001151;CEREAIS;DIVERSOS;MISTURA P/PAO FRANCES SAC.25KG.;AROMIX
0000001436;TEMPEROS E CONDIMENTOS;DIVERSOS;MAIONESE LIGHT CX.12X500G.;PRIMOR
0000000299;MATINAIS;DIVERSOS;CAFE SOLUVEL GRANULADO REFIL CX.24X50G.;MARATA
0000001134;MATERIAL DE LIMPEZA;DIVERSOS;RODO DE ALUMINIO BORRACHA SIMPLES 50CM;BETTANIN
0000000475;DESCARTAVEIS;DIVERSOS;PAPEL TOALHA INT. DS TAM.23X20CM. FD.1000FLS.;ECO PREMIUM
0000001555;MATINAIS;DIVERSOS;PO P/FLAN SABORES VARIADOS CX.05X01KG.;NUTRIMENTAL
0000000847;FRIOS;DIVERSOS;PEITO DE PERU RESENDE;RESENDE
0000002087;CEREAIS;DIVERSOS;FLOCAO DE MILHO FD.20X500G;MARATA
0000000428;TEMPEROS E CONDIMENTOS;DIVERSOS;CALDO DE GALINHA CX.06X01KG.;KITANO
0000000895;FRIOS;DIVERSOS;BROCOLIS CONGELADO PCT.02KG.;DO JARDIM
0000001163;MATERIAL DE LIMPEZA;DIVERSOS;DISCO REMOVEDOR P/ENC. IND. PRETO 40CM.;BETTANIN
0000001759;MATINAIS;DIVERSOS;ALIMENTO A BASE DE MILHO SACHET MUCILON 230G;NESTLE
0000001481;DOCES;DIVERSOS;GOMA DE MASCAR CX.100X02UND.;ADAM'S
0000002007;FRIOS;DIVERSOS;CORACAO DE FRANGO CONG. CX.15KG.;
0000001691;MATERIAIS DURAVEIS;DIVERSOS;FLAUTA TRANSVERSAL;MICHAELS
0000001802;MASSAS E BISCOITOS;DIVERSOS;BOLACHAS SALGADAS VARIADAS CX.20X300G.;ROMANA
0000000496;PRODUTOS DE LIMPEZA;DIVERSOS;CERA PARA AUTOMOVEIS CX.12X200G.;CARNU
0000000835;MATERIAIS DURAVEIS;DIVERSOS;ESCOVINHA P/LIMPEZA DE UNHAS;CONDOR
0000001307;BEBIDAS;DIVERSOS;NECTAR DE FRUTA SABOR GOIABA CX.200ML.;DAFRUTA
0000001902;EXPEDIENTE;DIVERSOS;BANDEJA P/TINTA;
0000001835;MATERIAL DE LIMPEZA;DIVERSOS;MATA MATO CX.12X01LT.;GLIFOSATO
0000000025;DESCARTAVEIS;DIVERSOS;COPO DESCARTAVEL PCT.100X100ML.;MARATA
0000001673;EXPEDIENTE;DIVERSOS;GRAMPEADOR ALICATE P/20FLS.;
0000001642;DOCES;DIVERSOS;OVINHOS DE CHOCOLATE POT.85UND.;CACAU SHOW
0000001013;MATERIAIS DURAVEIS;DIVERSOS;GARRAFA TERMICA LIDER CAP.500ML.;INVICTA
0000001053;;;CARTUCHO P/IMPRESSORA PSC 1510 PRETO Nº 92;HP
0000000235;TEMPEROS E CONDIMENTOS;DIVERSOS;MAIONESE LIGHT CX.12X250G.;PRIMOR
0000001849;;;LAPIS DE CERA GRANDE CX.12UND.;
0000001445;EXPEDIENTE;DIVERSOS;CANETA CORRETIVA;
0000000443;FRIOS;DIVERSOS;CARNE DE CHARQUE CX.20X500G.;JAO
0000001747;MASSAS E BISCOITOS;DIVERSOS;BISCOITO WAFER VARIADOS CX.24X120G.;PELAGGIO
0000000584;PRODUTOS DE LIMPEZA;DIVERSOS;HIGIENIZADOR SANIT. LIQ. REFIL CX.12X55ML.;HARPIC
0000001878;HORTIFRUTI;DIVERSOS;ADUBO;
0000001826;MATERIAIS DURAVEIS;DIVERSOS;PNEU P/CARRO DE MAO 3,25X8;
0000000580;PRODUTOS DE LIMPEZA;DIVERSOS;SABAO EM PO CX.24X500G.;INVICTO
0000001955;MATERIAIS DURAVEIS;DIVERSOS;PRATO INOX INFANTIL;
0000002019;MATERIAIS DURAVEIS;DIVERSOS;ESTANTE RETRATIL PARA PARTITURA;
0000001432;;;DICIONARIO;
0000000312;MASSAS E BISCOITOS;DIVERSOS;BISCOITO SEQUILHO PCT.100G;PRODUFORTE
0000000253;DESCARTAVEIS;DIVERSOS;ESCOVA DENTAL ADULTO DESCARTAVEL CX.500UND.;
0000001437;;;MAPA MUNDI;
0000001128;BEBIDAS;DIVERSOS;WHISKY 12 ANOS CX.12X01LT.;OLD PARR
0000001427;FRIOS;DIVERSOS;FILE DE PEITO DE FRANGO (SASSAMI) CONG. CX.18KG.;
0000001008;FRIOS;DIVERSOS;UVAS ITALIA;CEASA
0000000946;MATERIAL DE LIMPEZA;DIVERSOS;FIBRA PARA LIMPEZA USO GERAL 9501 TAM.130X240MM.;BETTANIN
0000000561;MATERIAIS DURAVEIS;DIVERSOS;VENTILADOR TUFAO PAREDE;VENTISOL
0000001329;;;PAPEL COUCHE PCT.50UND.;
0000000481;MATERIAL DE LIMPEZA;DIVERSOS;ESCOVA ESPANADEIRA 9142;BETTANIN
0000001319;;;GRAMPEADOR PISTOLA PARA MADEIRA;
0000001355;;;PAPEL PARA ESTENCIL ALCOOL;
0000001177;;;CLIPS 4/0 CX.50UND.;
0000001299;EXPEDIENTE;DIVERSOS;PLASTICO ADESIVO ROL.25MT.;
0000000133;DOCES;DIVERSOS;RAPADURA NATURAL FD.50X200G.;DOCES FINOS
0000001857;;;CADERNO 6X1 FLEXIVEL 10X72FLS.;MAXIMA
0000001915;EXPEDIENTE;DIVERSOS;PAPEL A4 60KG. PCT.50FLS.;
0000001102;TEMPEROS E CONDIMENTOS;DIVERSOS;MOLHO DE SOJA CX.12X01LT.;RUAH
0000000931;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL HIGIENICO FOLHA DUPLA FD.64X30M.;PERSONAL
0000001817;MATERIAIS DURAVEIS;DIVERSOS;CARRO DE MAO METAL CAP.50LT.;
0000001508;EXPEDIENTE;DIVERSOS;CAIXA ORGANIZADORA ;POLYCART
0000000908;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA PIAÇAVA Nº 03 C/CABO DE MADEIRA;FORTLEVES
0000001547;MATERIAIS DURAVEIS;DIVERSOS;CONE DE SINALIZACAO 75CM;
0000001952;;;PAPEL OFICIO COLORIDO PCT.100FLS.;
0000000142;PRODUTOS DE LIMPEZA;DIVERSOS;SABAO EM BARRA AZUL CX.10X01KG.;ECONOMICO
0000001884;DOCES;DIVERSOS;GEL FACIL C/POLPA DE FRUTAS VARIADAS 500G.;HAROLD
0000001036;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA FORTEPELO 30CM.;FORTLEVES
0000000404;PRODUTOS DE LIMPEZA;DIVERSOS;DETERGENTE LIQUIDO CX.04X05LT.;ADHETECH
0000001553;MASSAS E BISCOITOS;DIVERSOS;PANETONE 400GR.;BAUDUCCO
0000000616;MASSAS E BISCOITOS;DIVERSOS;PAO HOT DOG PCT.10X50G.;W&M
0000000431;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA CASA E RUA PRO C/CABO 9001;BETTANIN
0000001634;;;TECLADO PS2 MULT 12664 PRETO;IBYTE
0000000821;MATERIAIS DURAVEIS;DIVERSOS;LAMINA P/MICROSCOPIO;
0000000124;PRODUTOS DE LIMPEZA;DIVERSOS;SABAO BOLA CX.50X90G.;GUT LAR
0000001491;TEMPEROS E CONDIMENTOS;DIVERSOS;TOMATE SECO CX.12X200G.;EURO
0000000430;TEMPEROS E CONDIMENTOS;DIVERSOS;TEMPERO COMPLETO FONDOR CX.06X01K.;MAGGI
0000000047;DESCARTAVEIS;DIVERSOS;CONTA GOTAS;
0000000337;CEREAIS;DIVERSOS;SAL REFINADO IODADO FD.30X01KG.;CAICARA
0000000278;MATINAIS;DIVERSOS;LEITE EM PO INTEGRAL CX.24X400G.;ITAMBE
0000000010;TEMPEROS E CONDIMENTOS;DIVERSOS;CALDO DE GALINHA CX.10X57G.;KNORR
0000000564;MATERIAL DE LIMPEZA;DIVERSOS;SACO PLASTICO P/LIXO HOSP. T/P. PCT.100X100L.;RAVA
0000001276;MATERIAIS DURAVEIS;DIVERSOS;DISPENSER P/REFIL DE SAQ. P/ABSORV. HIG.;COLUMBUS
0000001159;MATERIAL DE LIMPEZA;DIVERSOS;DISCO LIMPADOR P/ENC. IND. VERDE 35CM.;BETTANIN
0000000193;EXPEDIENTE;DIVERSOS;GRAMPEADOR 26/6 P/10FLS.;
0000001893;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA DE PALHA C/CABO EM MADEIRA;FORTLEVES
0000002039;MATERIAIS DURAVEIS;DIVERSOS;MESA DE BILHAR EM MADEIRA;XALINGO
0000001916;;;CARTAO SD 2GB;KINSTON
0000001763;MATERIAIS DURAVEIS;DIVERSOS;ASSENTO SANITARIO ;
0000000155;MATERIAL DE LIMPEZA;DIVERSOS;PA P/LIXO PLASTICA PEQ.;PLASMONT
0000002009;MASSAS E BISCOITOS;DIVERSOS;MACARRAO ESPAGUETE INTEGRAL FD.10X500G;VILMA
0000000476;MATERIAL DE LIMPEZA;DIVERSOS;RODO PLASTICO PUSH BORRACHA DUPLA C/CABO 31CM;BETTANIN
0000001641;MATERIAIS DURAVEIS;DIVERSOS;MESA PARA REUNIAO TAM.2,50X1,00MT.;RIVEL MOVEIS
0000001383;TEMPEROS E CONDIMENTOS;DIVERSOS;COLORIFICO SEM SAL PCT.100G;SAO BRAZ PREMIUM
0000001275;MATERIAL DE LIMPEZA;DIVERSOS;RODO DE MADEIRA 30CM C/CABO REVESTIDO;FORTLEVES
0000001933;;;CANETA TECNICA P/TINTA NANKIN;
0000001994;MATERIAIS DURAVEIS;DIVERSOS;BANDEIRA ;
0000000198;MATERIAIS DURAVEIS;DIVERSOS;AREIA;
0000000642;CEREAIS;DIVERSOS;FEIJAO CARIOQUINHA T-1 FD.30X01KG.;NOVIN
0000001697;MATERIAIS DURAVEIS;DIVERSOS;FILTRO DE LINHA;MICROGER
0000000999;HORTIFRUTI;DIVERSOS;ABOBORA DE LEITE;CEASA
0000000283;;;ALMOFADA PARA CARIMBO ;
0000001660;TEMPEROS E CONDIMENTOS;DIVERSOS;TEMPERO EM PO PARA AVES 900GR.;SAZON
0000000293;TEMPEROS E CONDIMENTOS;DIVERSOS;EXTRATO DE TOMATE CX.24X190G.;XAVANTE
0000001727;ENLATADOS;DIVERSOS;CARNE BOVINA ENLATADA CX.24X320G.;ODERICH
0000000883;DOCES;DIVERSOS;COBERTURA DE CHOCOLATE AO LEITE CX.06X2,3G.;NESTLE
0000002076;MATERIAIS DURAVEIS;DIVERSOS;DECIBELIMETRO DIGITAL MSL 1325A MINIPA ;
0000001990;;;CAMA ELASTICA INFANTIL;
0000000223;TEMPEROS E CONDIMENTOS;DIVERSOS;FOLHA DE LOURO FD.24X15G.;MARIZA
0000000707;BEBIDAS;DIVERSOS;REFRIGERANTE DE GUARANA ZERO DESC. FD.06X02LT.;KUAT
0000000598;MATERIAL DE LIMPEZA;DIVERSOS;BALDE PLASTICO CAP.20LT.;IBAP
0000000369;BEBIDAS;DIVERSOS;VINHO TINTO SUAVE CX.12X900ML.;SAO BRAZ
0000001200;TEMPEROS E CONDIMENTOS;DIVERSOS;MOLHO DE SOJA CX.12X01LT.;CEPERA
0000001621;MATINAIS;DIVERSOS;SUPLEMENTO ALIM. CALOGEM C/SABOR CX.12X200ML.;SUPORTE
0000000254;TEMPEROS E CONDIMENTOS;DIVERSOS;OLEO DE SOJA REFINADO CX.20X900ML.;ABC
0000001019;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL HIGIENICO BRANCO FD.08X300M. 9141;GOLD
0000000318;PRODUTOS DE HIGIENE;DIVERSOS;BARBEADOR DESCARTAVEL C/2 LAMINAS;PROBACK
0000001705;ENLATADOS;DIVERSOS;SALSICHA AO MOLHO CX.12X830G.;BORDON
0000001931;;;SOLVENTE P/SERIGRAFIA 01LT.;101
0000001566;MATERIAIS DURAVEIS;DIVERSOS;RALADOR ;
0000000510;MATINAIS;DIVERSOS;ALIMENTO A BASE DE MILHO MUCILON CX.18X400G.;NESTLE
0000001612;MATINAIS;DIVERSOS;BEBIDA LACTEA C/POLPA DE FRUTAS CX.12X01LT.;CREMINHO GUT
0000001380;MATERIAIS DURAVEIS;DIVERSOS;M. BENZ 710 - 02/03. CHASSI: 9BM6881563B319513;
0000000762;FRIOS;DIVERSOS;PERU INTEIRO C/TEMPERO CONG.;BATAVO
0000000083;PRODUTOS DE HIGIENE;DIVERSOS;SHAMPOO PARA CABELOS BOB.05LT.;SKALA
0000001022;PRODUTOS DE HIGIENE;DIVERSOS;TOALHA P/ROSTO ELISA TAM.44X72CM.;ATLANTICA
0000001153;EXPEDIENTE;DIVERSOS;TINTA OLEO CX.12X900ML.;
0000001997;BEBIDAS;DIVERSOS;SUCO CONCENTRADO DE MANGA CX.12X01LT.;CANA
0000000594;;;CARTUCHO P/IMPRESSORA 5440 COLOR Nº 21 ;
0000001326;;;MARCADOR PARA QUADRO BRANCO CX.12UND.;
0000001430;ENLATADOS;DIVERSOS;AZEITONA VERDE S/CAROCOS EM CONSERVA 320G.;PRAMESA
0000000304;CEREAIS;DIVERSOS;AMIDO DE MILHO CX.12X500G.;MARIZA
0000001792;MATERIAIS DURAVEIS;DIVERSOS;CABO P/ENXADA TAM.1,5MT.;AGUIAR
0000001386;MATERIAIS DURAVEIS;DIVERSOS;PEGADOR PARA MACARRAO EM INOX;
0000001799;MATERIAIS DURAVEIS;DIVERSOS;BUCHA ROSCAVEL 3/4X1/2;AGUIAR
0000001234;PRODUTOS DE HIGIENE;DIVERSOS;CREME P/ASSADURA PCT.12X90G.;MURIEL
0000001935;;;PAPEL DE SEDA PCT.100FLS.;
0000000909;MATINAIS;DIVERSOS;CAFE CAPPUCCINO TRAD. CX,24X200G.;3 CORACOES
0000001370;MATERIAIS DURAVEIS;DIVERSOS;GRAVADOR RR-U5590;PANASONIC
0000000101;MATERIAL DE LIMPEZA;DIVERSOS;ESTOPA PCT.100G.;FOFINHA
0000000118;PRODUTOS DE LIMPEZA;DIVERSOS;QUEROSENE CX.12X500ML.;SO LIMPEZA
0000001400;MATERIAIS DURAVEIS;DIVERSOS;CANECA PLASTICA ESCOLAR;
0000000389;MASSAS E BISCOITOS;DIVERSOS;TORRADAS EM SACHET CX.100X02UND. 14G.;BOM SABOR
0000001219;;;CANETA ESFEROGRAFICA COR AZUL CX.50UND.;
0000001867;;;TESOURA ESCOLAR S/PONTA;
0000000113;TEMPEROS E CONDIMENTOS;DIVERSOS;MOSTARDA BAL.3,3KG.;CEPERA
0000985698;TEMPEROS E CONDIMENTOS;DIVERSOS;CURRY MOIDO FD.12X30G;ISHASHI
0000001570;;;HISTORICO ESCOLAR C/CERTIFICADO PCT.100UND.;
0000001881;EXPEDIENTE;DIVERSOS;AGENDA TELEFONICA ESPIRAL 96FLS;TILIBRA
0000000826;DESCARTAVEIS;DIVERSOS;COPO DESC. P/AGUA PCT.100X150ML.;BONOPLAST
0000001574;MATERIAIS DURAVEIS;DIVERSOS;SABONETEIRA PLASTICA PLUS 2002;TRILHA
0000000511;TEMPEROS E CONDIMENTOS;DIVERSOS;PIMENTA DO REINO MOIDA PCT.01KG.;DAMACOR
0000001879;;;CANETAS CORES TOON HIDROCOR PCT.12UND.;CIS
0000001765;MATERIAIS DURAVEIS;DIVERSOS;FECHADURA ;
0000001129;PRODUTOS DE LIMPEZA;DIVERSOS;CERA LIQUIDA CX.04X05LT.;
